Filename,Full_Path,PC1,PC2,PC3
000002.mp3,data\everything/000002.mp3,-1.0991031273378387,-2.5253314938387263,-0.1789634248228349
000005.mp3,data\everything/000005.mp3,1.295874911140443,-1.9187288347973284,0.27555277226103453
000010.mp3,data\everything/000010.mp3,-2.63494107470116,-2.4159280589577694,-2.685528716565889
000140.mp3,data\everything/000140.mp3,2.0973723695818003,-2.236413266397908,-1.458311523573023
000141.mp3,data\everything/000141.mp3,2.289852984425071,0.16974218965214338,-0.32173724524965
000148.mp3,data\everything/000148.mp3,-1.7209815606652084,2.7012114234586457,3.403225771379346
000182.mp3,data\everything/000182.mp3,-2.874544475644443,-0.8624849997271623,0.15314125733804176
000190.mp3,data\everything/000190.mp3,4.769077992310405,1.0132556621838593,-5.564763552868168
000193.mp3,data\everything/000193.mp3,5.635876924930152,3.034017415626869,-5.766100100417507
000194.mp3,data\everything/000194.mp3,5.8678974593401785,-0.023571574231091897,-5.935273281444352
000197.mp3,data\everything/000197.mp3,5.908944017814125,5.025280576924218,-5.599765391128956
000200.mp3,data\everything/000200.mp3,3.174411087228263,1.4126444934453277,-5.476074496029392
000203.mp3,data\everything/000203.mp3,4.664593337008874,-3.3432888084221255,1.7515404500498701
000204.mp3,data\everything/000204.mp3,4.022764444649629,-1.173388411302429,-4.3151028274598
000207.mp3,data\everything/000207.mp3,6.0084999887092785,3.745035506374542,-7.138451422282464
000210.mp3,data\everything/000210.mp3,3.515095848956147,-0.7119470891080177,-4.0249262427184815
000211.mp3,data\everything/000211.mp3,5.549238778823471,-2.8545210820941134,-2.229336306617499
000212.mp3,data\everything/000212.mp3,3.4370431632613783,-2.2135616968641454,-2.2811509283940055
000213.mp3,data\everything/000213.mp3,3.0928546196298177,4.014648317310764,-4.876394644503261
000255.mp3,data\everything/000255.mp3,-2.183736537843379,-0.6627214100707053,1.289490425567081
000256.mp3,data\everything/000256.mp3,-7.1029712606104605,-1.9684767880839396,-2.1441842372697786
000368.mp3,data\everything/000368.mp3,-1.5230333638013969,1.935281465183972,0.15806567561548437
000424.mp3,data\everything/000424.mp3,0.6480675737049484,1.1349396438355186,0.5107611170779595
000459.mp3,data\everything/000459.mp3,-3.149619608425677,-0.19106155234953376,-0.7194970789323026
000534.mp3,data\everything/000534.mp3,3.0521704517854715,-2.3906687709886816,-0.06990293713893848
000540.mp3,data\everything/000540.mp3,2.1685897012664883,-2.0736944775714714,1.1833119641922474
